Symbol,Word_Embedding_Dim1,Word_Embedding_Dim2,Word_Embedding_Dim3,Word_Embedding_Dim4,Word_Embedding_Dim5,Basic Materials,Consumer Discretionary,Consumer Staples,Energy,Finance,Health Care,Industrials,Miscellaneous,Real Estate,Technology,Telecommunications,Utilities
HRZN,0.16099599,0.17895105,0.13163503,-0.09800134,0.052514363,0,0,0,0,1,0,0,0,0,0,0,0
HSCS,-0.026301932,-0.13960275,0.18507957,0.16537344,-0.18018346,0,0,0,0,0,1,0,0,0,0,0,0
HSDT,-0.0527627,0.10861249,0.0504637,-0.08327506,0.16488214,0,0,0,0,0,1,0,0,0,0,0,0
HSIC,-0.059408404,-0.13471735,-0.040648222,0.02532649,0.12325158,0,0,0,0,0,1,0,0,0,0,0,0
HSII,-0.073144935,0.13465628,-0.05592692,-0.14166708,-0.1916118,0,1,0,0,0,0,0,0,0,0,0,0
HSON,-0.122789934,-0.13575625,-0.050646592,0.16750634,0.17765744,0,1,0,0,0,0,0,0,0,0,0,0
HSPO,-0.15222064,-0.098352075,-0.16129884,0.08084013,-0.10690715,0,0,0,0,1,0,0,0,0,0,0,0
HSPOU,0.15221457,-0.014959979,0.07304122,-0.03209386,0.1488479,0,0,0,0,1,0,0,0,0,0,0,0
HST,0.17482507,-0.17753665,0.012966109,0.11224489,0.056926943,0,0,0,0,0,0,0,0,1,0,0,0
HSTM,0.13804825,-0.17866997,0.039556026,0.17614055,0.0635853,0,1,0,0,0,0,0,0,0,0,0,0
HSTO,0.1801985,-0.001055527,0.13166018,0.086516455,-0.089120746,0,0,0,0,0,1,0,0,0,0,0,0
HSY,-0.12085278,-0.18644889,0.050924085,0.07320597,0.109046124,0,0,1,0,0,0,0,0,0,0,0,0
HTBI,-0.11530356,0.09868326,0.12778029,0.07141109,-0.000559998,0,0,0,0,1,0,0,0,0,0,0,0
HTBK,0.05950942,0.008856559,0.19658954,0.020901227,0.056972552,0,0,0,0,1,0,0,0,0,0,0,0
HTD,-0.17962238,0.18656257,0.16932106,0.17269683,0.15346651,0,0,0,0,1,0,0,0,0,0,0,0
HTFB,0.1605057,0.18363841,-0.12513499,-0.039144777,-0.12300243,0,0,0,0,1,0,0,0,0,0,0,0
HTFC,0.12108197,0.02939291,-0.15567172,0.16939457,0.043463897,0,0,0,0,1,0,0,0,0,0,0,0
HTGC,0.14216638,-0.046662904,0.13455436,0.10900231,0.120562196,0,0,0,0,1,0,0,0,0,0,0,0
HTH,-0.15769997,-0.10965834,-0.06467781,-0.18516633,0.12629226,0,0,0,0,1,0,0,0,0,0,0,0
HTIA,-0.04731991,0.002061343,0.19427943,-0.10606394,0.17788298,0,0,0,0,0,0,0,0,1,0,0,0
HTIBP,0.09041469,0.1438123,-0.13466938,-0.020699073,-0.14844036,0,0,0,0,0,0,0,0,1,0,0,0
HTLD,0.09484999,-0.18306157,-0.053417943,-0.022024918,0.18393692,0,0,0,0,0,0,1,0,0,0,0,0
HTLF,-0.07929406,0.008833861,0.16119567,-0.04451678,-0.18195412,0,0,0,0,1,0,0,0,0,0,0,0
HTLFP,0.052942015,-0.092192054,0.17166504,0.1932415,0.19240192,0,0,0,0,1,0,0,0,0,0,0,0
HTZ,0.13642433,-0.11477003,0.07063703,-0.19827771,0.028799724,0,1,0,0,0,0,0,0,0,0,0,0
HUBB,0.10873973,0.03152902,-0.048672795,0.095151976,0.1340503,0,0,0,0,0,0,0,0,0,1,0,0
HUBG,0.07981167,-0.098786116,0.11024515,0.11031642,0.04332032,0,1,0,0,0,0,0,0,0,0,0,0
HUBS,-0.09416096,-0.19786182,-0.028017187,0.19440058,-0.026993776,0,0,0,0,0,0,0,0,0,1,0,0
HUDA,0.18413469,-0.08951707,-0.06311238,0.18580754,0.024665928,0,0,0,0,0,0,1,0,0,0,0,0
HUDAR,0.07108343,0.1996878,0.12578955,-0.031892467,-0.10589745,0,0,0,0,0,0,1,0,0,0,0,0
HUGE,0.16853526,0.16531405,0.10776305,-0.14397785,-0.08023212,0,0,0,0,0,1,0,0,0,0,0,0
HUM,-0.1298151,-0.10974083,0.12479527,0.19165161,-0.09411533,0,0,0,0,0,1,0,0,0,0,0,0
HUMA,-0.19874051,0.072531775,0.06837962,-0.12323155,0.09594812,0,0,0,0,0,1,0,0,0,0,0,0
HUN,0.17971739,0.106221035,-0.03884816,-0.17623898,0.13364835,0,0,0,0,0,0,1,0,0,0,0,0
HURC,-0.11057641,-0.12192581,0.0986882,-0.17682187,0.05175378,0,0,0,0,0,0,1,0,0,0,0,0
HURN,0.022800708,0.045841597,-0.08148017,-0.11382528,-0.13208003,0,1,0,0,0,0,0,0,0,0,0,0
HUSA,0.051570438,0.17552213,-0.02726171,-0.06214366,0.19782178,0,0,0,1,0,0,0,0,0,0,0,0
HUYA,-0.03933537,0.099599525,-0.09276597,0.12887812,0.042519737,0,0,0,0,0,0,1,0,0,0,0,0
HVT,0.13913473,0.108218074,0.19792967,0.067177154,0.1491648,0,1,0,0,0,0,0,0,0,0,0,0
HWBK,-0.02425139,0.12822282,-0.089261316,-0.103698775,-0.06414876,0,0,0,0,1,0,0,0,0,0,0,0
HWC,0.08517034,-0.10992894,-0.12128763,0.11720197,-0.17252353,0,0,0,0,1,0,0,0,0,0,0,0
HWCPZ,0.020865059,0.0570091,0.1346452,0.19580488,-0.15653718,0,0,0,0,1,0,0,0,0,0,0,0
HWKN,-0.003226614,-0.037055064,-0.019458294,0.02726693,0.1053863,0,0,0,0,0,0,1,0,0,0,0,0
HWM,-0.19367778,0.0322603,-0.009119749,-0.012528467,-0.002274203,0,0,0,0,0,0,1,0,0,0,0,0
HXL,-0.056482077,-0.015627455,0.10408716,-0.1675384,0.084196016,0,0,0,0,0,0,1,0,0,0,0,0
HY,0.15591177,0.13295496,0.16344328,0.001712298,0.11658058,0,0,0,0,0,0,1,0,0,0,0,0
HYB,0.049441792,0.19953184,-0.011394906,0.04540658,-0.0235749,0,0,0,0,1,0,0,0,0,0,0,0
HYFM,-0.000827265,0.051375605,0.05719936,-0.19053261,0.1468689,0,0,0,0,0,0,1,0,0,0,0,0
HYMC,0.015733432,0.10526218,-0.17638433,0.17200133,-0.0540164,1,0,0,0,0,0,0,0,0,0,0,0
HYMCL,-0.07881415,0.1441828,-0.052290868,0.16031882,-0.105601095,1,0,0,0,0,0,0,0,0,0,0,0
HYPR,-0.05380144,-0.14764388,-0.19422631,-0.024471331,0.080396414,0,0,0,0,0,1,0,0,0,0,0,0
HYT,0.10071228,-0.13012509,-0.074461296,-0.12657948,-0.09087827,0,0,0,0,1,0,0,0,0,0,0,0
HYZN,-0.062657736,-0.043176007,0.08762238,-0.10362916,0.16395691,0,1,0,0,0,0,0,0,0,0,0,0
HZO,-0.055675793,-0.12732577,-0.12945779,-0.107464574,-0.013006186,0,1,0,0,0,0,0,0,0,0,0,0
IAC,0.02846694,-0.054601837,0.19763109,0.15318437,-0.1845423,0,1,0,0,0,0,0,0,0,0,0,0
IAE,-0.1525861,0.15595958,-0.13586965,-0.07426083,-0.1487227,0,0,0,0,1,0,0,0,0,0,0,0
IAF,-0.11646576,-0.116800785,0.15902355,0.007565856,0.09154987,0,0,0,0,1,0,0,0,0,0,0,0
IART,0.045692872,0.14039883,-0.10073526,0.13935229,-0.17100811,0,0,0,0,0,1,0,0,0,0,0,0
IAS,0.1256793,0.16714399,-0.1372983,0.19367409,-0.043088745,0,1,0,0,0,0,0,0,0,0,0,0
IBCP,0.118092895,-0.018483376,0.1842505,-0.19681582,0.08873453,0,0,0,0,1,0,0,0,0,0,0,0
IBIO,-0.09881227,0.009236192,0.11869986,-0.124587916,-0.06521888,0,0,0,0,0,1,0,0,0,0,0,0
IBKR,-0.10130999,0.10971899,0.09460928,-0.084199406,0.07118873,0,0,0,0,1,0,0,0,0,0,0,0
IBM,0.13285215,0.11475654,0.18440254,0.16526148,0.11927204,0,0,0,0,0,0,0,0,0,1,0,0
IBOC,0.002110767,0.002055645,0.033057738,0.1430786,-0.041959286,0,0,0,0,1,0,0,0,0,0,0,0
IBRX,0.19471367,-0.10466461,-0.07652869,0.001149964,0.06895216,0,0,0,0,0,1,0,0,0,0,0,0
IBTX,0.09974112,0.048382115,-0.08485806,-0.03055625,-0.15286246,0,0,0,0,1,0,0,0,0,0,0,0
ICAD,0.19381435,0.097908355,-0.18147334,0.12820236,-0.13550326,0,0,0,0,0,1,0,0,0,0,0,0
ICCC,-0.023510909,-0.17731433,0.15067124,-0.12507722,0.010983038,0,0,0,0,0,1,0,0,0,0,0,0
ICCH,-0.13639045,0.17540458,-0.15762107,0.09134998,0.19009237,0,0,0,0,1,0,0,0,0,0,0,0
ICE,0.10398674,0.041013934,-0.14868271,-0.15129408,0.112335324,0,0,0,0,1,0,0,0,0,0,0,0
ICFI,0.016586661,-0.07767992,-0.16041443,0.047566533,0.015068579,0,1,0,0,0,0,0,0,0,0,0,0
ICHR,-0.10893555,0.009210157,-0.17978561,0.14330478,0.14696941,0,0,0,0,0,0,0,0,0,1,0,0
ICMB,0.113162085,-0.13568754,-0.11562626,-0.04290829,0.16695821,0,0,0,0,1,0,0,0,0,0,0,0
ICU,-0.06464875,0.09883032,-0.1375058,-0.05138273,-0.10537024,0,0,0,0,0,1,0,0,0,0,0,0
ICUI,-0.165979,-0.13522339,0.11464777,0.055700134,-0.026612854,0,0,0,0,0,1,0,0,0,0,0,0
IDA,0.13866842,0.052812766,-0.040321898,-0.09766891,-0.18595329,0,0,0,0,0,0,0,0,0,0,0,1
IDAI,0.005368805,-0.039180897,0.1719809,-0.11012423,-0.03885176,0,0,0,0,0,0,0,0,0,1,0,0
IDCC,-0.09810867,-0.08974381,-0.14598477,-0.19055626,0.17751935,0,0,0,0,0,0,0,0,0,0,1,0
IDE,0.054557752,-0.09358766,0.040544868,-0.09034626,-0.1525758,0,0,0,0,1,0,0,0,0,0,0,0
IDEX,0.11842418,-0.115298346,0.16304195,0.015542197,0.12108822,0,1,0,0,0,0,0,0,0,0,0,0
IDN,-0.038588475,-0.014468765,-0.10480614,-0.084228136,-0.12310529,0,0,0,0,0,0,0,0,0,1,0,0
IDT,-0.012707448,-0.14759496,-0.119775034,-0.1304982,-0.12584992,0,0,0,0,0,0,0,0,0,0,1,0
IDXX,-0.16520946,0.101829246,0.18780398,-0.16088481,-0.034379244,0,0,0,0,0,1,0,0,0,0,0,0
IDYA,0.16933878,-0.1713881,-0.10164978,0.19719894,0.0919261,0,0,0,0,0,1,0,0,0,0,0,0
IEP,-0.13407569,-0.035262633,0.061040975,-0.03865826,-0.10274754,0,0,0,1,0,0,0,0,0,0,0,0
IESC,0.056900956,0.095423386,0.076160766,-0.14629488,0.19319487,0,0,0,0,0,0,1,0,0,0,0,0
IEX,-0.025884748,-0.00823319,0.09642398,0.14472575,0.010574222,0,0,0,0,0,0,1,0,0,0,0,0
IFF,-0.12446544,-0.13087848,-0.12180169,0.025749277,-0.035980485,0,0,0,0,0,0,1,0,0,0,0,0
IFN,0.123976275,0.107047915,-0.16438322,-0.14386603,-0.04190614,0,0,0,0,1,0,0,0,0,0,0,0
IGA,0.09919603,-0.15639582,0.12602922,-0.117563844,-0.020703768,0,0,0,0,1,0,0,0,0,0,0,0
IGC,-0.030876566,-0.007550764,-0.1039001,0.11288448,0.032632995,0,1,0,0,0,0,0,0,0,0,0,0
IGD,0.020095874,0.13170783,0.08201127,-0.1403826,-0.17202735,0,0,0,0,1,0,0,0,0,0,0,0
IGI,-0.14056239,0.027427863,-0.05426097,0.1649795,-0.0956728,0,0,0,0,1,0,0,0,0,0,0,0
IGMS,-0.13855927,0.17316797,-0.17466862,-0.14063828,-0.12195031,0,0,0,0,0,1,0,0,0,0,0,0
IGR,-0.18374185,-0.10545583,0.025200486,-0.18035296,-0.057863403,0,0,0,0,1,0,0,0,0,0,0,0
IGT,0.006302261,0.065708116,0.17447075,0.1484503,0.19087708,0,1,0,0,0,0,0,0,0,0,0,0
IGTA,-0.08693967,0.19029441,0.12730399,-0.11251831,-0.04658277,0,0,0,0,0,0,1,0,0,0,0,0
IGTAU,-0.18592961,-0.073912,-0.13699067,0.14414275,-0.117672086,0,0,0,0,0,0,1,0,0,0,0,0
IH,-0.12254717,0.17227378,0.13406435,0.0448884,-0.16529539,0,0,0,0,0,0,0,0,1,0,0,0
IHD,-0.16902559,0.027282048,0.11194792,0.08979261,-0.02157085,0,0,0,0,1,0,0,0,0,0,0,0
IHRT,-0.1220469,-0.043397285,-0.15436864,-0.16409871,0.08954008,0,1,0,0,0,0,0,0,0,0,0,0
IHT,-0.01743846,0.1450197,-0.04546342,-0.08803074,-0.055360388,0,0,0,0,0,0,0,0,1,0,0,0
IIF,-0.024821853,0.08193531,0.10568921,-0.00682466,-0.017337108,0,0,0,0,1,0,0,0,0,0,0,0
III,0.017398214,0.18614969,0.15956862,-0.11378398,0.18872151,0,0,0,0,0,0,0,0,0,1,0,0
IIIV,0.1691606,0.11831541,-0.07991948,0.018270254,-0.044775914,0,0,0,0,0,0,0,0,0,1,0,0
IIM,0.13686185,-0.055215143,0.17735294,0.050545096,-0.1492259,0,0,0,0,1,0,0,0,0,0,0,0
IIPR,0.016316343,0.13200767,-0.14921817,0.190359,0.04764428,0,0,0,0,0,0,0,0,1,0,0,0
IKNA,-0.1622856,0.06957507,0.1469212,-0.14900169,0.083137535,0,0,0,0,0,1,0,0,0,0,0,0
IKT,0.005415392,-0.08558109,-0.12082555,0.18574926,-0.12004118,0,0,0,0,0,1,0,0,0,0,0,0
ILMN,-0.12570813,-0.16127595,0.004820776,0.1789279,-0.120500706,0,0,0,0,0,1,0,0,0,0,0,0
ILPT,-0.038002394,-0.11015735,0.123587824,-0.03403902,0.18976684,0,0,0,0,0,0,0,0,1,0,0,0
IMAQ,-0.101933,-0.1677059,0.03300805,0.060667776,0.1962965,0,0,0,0,0,0,1,0,0,0,0,0
IMCC,0.14856362,0.15366796,0.05369377,-0.05607407,-0.028389573,0,0,0,0,0,1,0,0,0,0,0,0
IMKTA,-0.14650206,-0.027569462,-0.054224588,-0.18564045,-0.118212916,0,0,1,0,0,0,0,0,0,0,0,0
IMMR,0.013840294,-0.052262805,0.19741718,-0.008588934,0.183483,0,0,0,0,0,0,0,0,0,1,0,0
IMMX,-0.14415054,0.029691648,-0.12461028,-0.003094792,-0.062343575,0,0,0,0,0,1,0,0,0,0,0,0
IMNM,0.064284466,-0.18384032,-0.118621945,0.08231878,0.018047,0,0,0,0,0,1,0,0,0,0,0,0
IMNN,-0.075616315,0.17434962,0.10471094,0.13499029,0.16464266,0,0,0,0,0,1,0,0,0,0,0,0
IMRX,-0.15299825,-0.086930946,-0.17607029,-0.19810577,0.13388304,0,0,0,0,0,1,0,0,0,0,0,0
IMUX,0.17477885,-0.13769694,0.08886759,0.013959241,-0.1723098,0,0,0,0,0,1,0,0,0,0,0,0
IMVT,0.16629794,0.14849547,0.026979232,0.08315537,-0.0411067,0,0,0,0,0,1,0,0,0,0,0,0
IMXI,0.1171356,-0.021993589,0.19567022,-0.17475314,-0.1311402,0,0,0,0,0,0,0,0,0,1,0,0
INAB,0.18750091,-0.08448734,-0.07573833,0.11651023,-0.12425461,0,0,0,0,0,1,0,0,0,0,0,0
INBK,0.014887547,0.06403587,0.050395824,0.11855312,-0.119253114,0,0,0,0,1,0,0,0,0,0,0,0
INBKZ,0.00298245,0.12023344,0.1452065,0.047115542,0.060756516,0,0,0,0,1,0,0,0,0,0,0,0
INBS,0.14565472,0.049948502,0.17953722,-0.1489625,-0.0608397,0,0,0,0,0,1,0,0,0,0,0,0
INCY,-0.01757748,0.055174686,-0.122764304,0.14249158,0.10820532,0,0,0,0,0,1,0,0,0,0,0,0
INDB,-0.10065434,-0.076666735,-0.047026515,-0.14908953,0.08283303,0,0,0,0,1,0,0,0,0,0,0,0
INDI,-0.008638049,0.120883465,-0.14102963,-0.04436798,-0.090628125,0,0,0,0,0,0,0,0,0,1,0,0
INDP,0.13449796,-0.12992778,0.100511216,-0.056926966,0.1150317,0,0,0,0,0,1,0,0,0,0,0,0
INFN,0.15313022,0.09106059,0.104218386,-0.1322091,0.08326302,0,0,0,0,0,0,0,0,0,0,0,1
INFU,-0.04193554,-0.08346822,-0.06877494,0.011756539,-0.124378584,0,0,0,0,0,1,0,0,0,0,0,0
INGN,0.18241866,0.120972514,-0.13823077,-0.086924314,-0.12093322,0,0,0,0,0,1,0,0,0,0,0,0
INGR,0.0929775,-0.09096541,0.025291061,-0.15571031,-0.1601043,0,0,1,0,0,0,0,0,0,0,0,0
INKT,0.05072999,-0.15464218,0.0989079,-0.110154554,0.15787514,0,0,0,0,0,1,0,0,0,0,0,0
INM,-0.060129546,-0.14753795,-0.045265533,-0.12056653,-0.050424315,0,0,0,0,0,1,0,0,0,0,0,0
INMB,-0.016116237,0.012972283,-0.113801956,0.039186977,0.098081514,0,0,0,0,0,1,0,0,0,0,0,0
INN,-0.052267026,0.002304912,-0.18174541,0.09462921,-0.004058862,0,0,0,0,0,0,0,0,1,0,0,0
INNV,-0.051635075,0.039627552,-0.029967308,0.05163865,0.12484918,0,0,0,0,0,1,0,0,0,0,0,0
INO,0.11121392,0.06874166,0.17197311,0.18423477,0.08196227,0,0,0,0,0,1,0,0,0,0,0,0
INOD,0.05242617,-0.07933946,-0.06093056,-0.02601018,0.06501184,0,0,0,0,0,0,0,0,0,1,0,0
INSE,0.05927348,0.0990444,0.1127028,0.16135797,-0.028732061,0,0,0,0,0,0,0,0,0,1,0,0
INSG,-0.15512717,-0.16376838,-0.011223555,-0.10962844,-0.03713713,0,0,0,0,0,0,0,0,0,0,1,0
INSI,0.086876795,-0.17586768,0.120435715,0.12888542,0.087858796,0,0,0,0,1,0,0,0,0,0,0,0
INSM,-0.01239798,-0.002248979,0.15870214,-0.08686163,-0.009775544,0,0,0,0,0,1,0,0,0,0,0,0
INSP,0.044467974,-0.17966664,0.039153196,0.19255483,-0.19307074,0,0,0,0,0,1,0,0,0,0,0,0
INTA,0.03718264,-0.103781655,-0.108812906,0.0878721,0.05504358,0,0,0,0,0,0,0,0,0,1,0,0
INTC,0.16869037,-0.031293582,0.18932065,-0.1732697,0.0935745,0,0,0,0,0,0,0,0,0,1,0,0
INTE,0.19792596,-0.16040304,-0.005487776,0.00503912,-0.008821368,0,0,0,0,0,0,1,0,0,0,0,0
INTEU,-0.18740933,0.003277159,0.17469776,-0.025333023,-0.08923481,0,0,0,0,0,0,1,0,0,0,0,0
INTG,-0.15707508,0.035537697,-0.000940943,0.012431765,0.007819819,0,1,0,0,0,0,0,0,0,0,0,0
INTT,0.08604658,0.17466787,0.105207466,-0.12483859,0.1288645,0,0,0,0,0,0,0,0,0,1,0,0
INTU,-0.10854177,0.107051134,0.088762686,0.1610628,-0.13245079,0,0,0,0,0,0,0,0,0,1,0,0
INTZ,-0.13032076,0.06914134,-0.13516244,-0.026096106,0.123197176,0,0,0,0,0,0,0,0,0,1,0,0
INUV,-0.1268765,0.046579503,-0.07170637,-0.12576051,0.061276745,0,1,0,0,0,0,0,0,0,0,0,0
INVA,-0.06976607,0.10830927,-0.15053909,0.016190672,-0.030793428,0,0,0,0,0,1,0,0,0,0,0,0
INVE,-0.024863387,0.048369408,0.17827745,0.1397551,-0.048676085,0,0,0,0,0,0,0,0,0,1,0,0
INVH,-0.059179734,-0.057783104,0.05528941,0.063717365,-0.010426926,0,0,0,0,0,0,0,0,1,0,0,0
INVO,-0.17158552,0.19465148,-0.11115897,-0.16247687,0.038953017,0,0,0,0,0,1,0,0,0,0,0,0
INZY,-0.035050035,0.04622688,0.1502156,-0.16107015,-0.08637948,0,0,0,0,0,1,0,0,0,0,0,0
IONM,-0.07166,0.05475936,0.018913126,-0.16776614,0.024310946,0,0,0,0,0,1,0,0,0,0,0,0
IONQ,-0.106950596,0.18828407,-0.12342763,0.020129394,0.11573763,0,0,0,0,0,0,1,0,0,0,0,0
IONS,0.105207704,0.08609927,0.18808062,-0.12152238,0.16236088,0,0,0,0,0,1,0,0,0,0,0,0
IOR,0.007339644,0.1807715,0.003708363,-0.19517927,0.14922062,0,0,0,0,1,0,0,0,0,0,0,0
IOSP,0.17182915,0.013037133,-0.19285563,-0.07855062,0.16998498,0,0,0,0,0,0,1,0,0,0,0,0
IOVA,0.026967168,0.17027466,-0.025605774,-0.11946068,0.043434523,0,0,0,0,0,1,0,0,0,0,0,0
IP,-0.03442788,-0.16671923,-0.12933321,-0.14412244,0.1297662,0,0,0,0,0,0,1,0,0,0,0,0
IPA,0.1459072,-0.110563874,0.030067896,-0.018042255,-0.13505736,0,0,0,0,0,1,0,0,0,0,0,0
IPAR,0.041362382,0.07794473,-0.1017736,-0.1286956,-0.18297927,0,1,0,0,0,0,0,0,0,0,0,0
IPDN,-0.18166223,-0.15888092,0.1458883,-0.009991026,0.048338294,0,0,0,0,0,0,0,0,0,1,0,0
IPG,0.11065936,0.008819938,0.12420788,-0.1113585,0.08468232,0,1,0,0,0,0,0,0,0,0,0,0
IPGP,0.017487954,0.05760374,-0.100934766,0.04416163,0.052635003,0,0,0,0,0,0,0,0,0,1,0,0
IPI,0.08456373,-0.05637908,-0.19262488,-0.0698425,-0.024328614,0,0,0,0,0,0,1,0,0,0,0,0
IPW,0.09351821,-0.18161471,-0.15807247,-0.059115004,-0.007185721,0,1,0,0,0,0,0,0,0,0,0,0
IPWR,-0.00910685,0.108650446,-0.056133486,0.096169636,-0.110233665,0,0,0,0,0,0,1,0,0,0,0,0
IPX,0.08992672,-0.12141035,0.039770722,0.18387267,0.18125935,0,1,0,0,0,0,0,0,0,0,0,0
IQI,-0.13024059,0.002201104,0.030280162,0.05466809,-0.03497808,0,0,0,0,1,0,0,0,0,0,0,0
IQV,0.15895009,-0.118883826,0.12330969,0.06399448,-0.14361398,0,0,0,0,0,1,0,0,0,0,0,0
IR,0.16156165,-0.065145135,0.019797444,0.07267828,-0.13998418,0,0,0,0,0,0,1,0,0,0,0,0
IRAA,-0.14953145,-0.19559333,0.019263577,-0.12855835,0.037596513,0,0,0,0,0,0,1,0,0,0,0,0
IRDM,-0.17128114,-0.019249916,0.12110088,0.050703477,0.15722099,0,1,0,0,0,0,0,0,0,0,0,0
IRIX,-0.10844598,-0.022124792,0.06994851,-0.022859406,-0.046938706,0,0,0,0,0,1,0,0,0,0,0,0
IRM,0.13951683,-0.15895572,-0.13784115,0.007578015,0.042626522,0,0,0,0,0,0,0,0,1,0,0,0
IRMD,0.16925137,0.032690905,0.122067906,-0.19131061,-0.1911067,0,0,0,0,0,1,0,0,0,0,0,0
IRON,-0.08998759,0.07489638,-0.17402129,-0.19595881,-0.178026,0,0,0,0,0,1,0,0,0,0,0,0
IROQ,-0.15519568,-0.12919946,-0.09789805,0.06234913,0.15671332,0,0,0,0,1,0,0,0,0,0,0,0
IRS,0.02159245,-0.1292607,-0.19153762,0.19043645,-0.07345543,0,0,0,0,0,0,0,0,1,0,0,0
IRT,-0.17746803,-0.108852886,-0.15807247,0.10373642,0.19386908,0,0,0,0,0,0,0,0,1,0,0,0
IRTC,-0.12451513,0.012962842,0.14020833,0.1941582,-0.021487068,0,0,0,0,0,1,0,0,0,0,0,0
IRWD,-0.030369496,-0.06772921,0.011017561,-0.14910963,-0.027963448,0,0,0,0,0,1,0,0,0,0,0,0
ISD,-0.036670804,0.0714293,0.09966965,0.1230963,-0.066580035,0,0,0,0,1,0,0,0,0,0,0,0
ISDR,-0.16873756,-0.17331788,0.13991566,-0.17582932,0.045531295,0,0,0,0,0,0,0,0,0,1,0,0
ISPC,0.1484954,-0.002374578,0.02381506,-0.07989125,0.16838332,0,0,0,0,0,1,0,0,0,0,0,0
ISPO,0.17528799,0.045894694,-0.007599759,-0.03309858,0.055265427,0,1,0,0,0,0,0,0,0,0,0,0
ISPOW,-0.058791064,0.15403719,0.07579024,-0.004293942,-0.08687265,0,1,0,0,0,0,0,0,0,0,0,0
ISRG,0.16155834,-0.086076975,0.107867435,0.11502223,0.000673604,0,0,0,0,0,1,0,0,0,0,0,0
ISSC,-0.19109249,0.19196181,0.04054909,-0.10115137,0.10553761,0,0,0,0,0,0,1,0,0,0,0,0
ISTR,-0.1611391,0.11312821,0.13359442,0.17696169,-0.07015109,0,0,0,0,1,0,0,0,0,0,0,0
ISUN,-0.06206751,0.14171326,-0.031487964,0.09520781,-0.15988505,0,0,0,0,0,0,0,0,0,1,0,0
IT,-0.14202845,-0.19126746,0.05297022,0.006053329,0.1026006,0,0,0,0,1,0,0,0,0,0,0,0
ITCI,-0.04886496,0.13875449,0.012176466,-0.11788781,0.03740623,0,0,0,0,0,1,0,0,0,0,0,0
ITGR,-0.070510484,-0.042371225,0.105908275,0.124120995,-0.19765472,0,0,0,0,0,1,0,0,0,0,0,0
ITI,-0.19448908,-0.019100046,-0.1006823,-0.06567864,-0.017381072,0,0,0,0,0,0,0,0,0,0,1,0
ITIC,-0.06851969,0.060533978,0.10388806,-0.15653321,-0.03467245,0,0,0,0,1,0,0,0,0,0,0,0
ITOS,-0.18718258,0.074158,0.045754433,-0.07754681,-0.050512813,0,0,0,0,0,1,0,0,0,0,0,0
ITRI,0.016686464,0.008750558,-0.09245584,-0.08814547,-0.029710388,0,0,0,0,0,0,1,0,0,0,0,0
ITT,-0.14408498,-0.11600888,-0.023569036,0.07600899,-0.034258507,0,0,0,0,0,0,1,0,0,0,0,0
ITUB,-0.14692059,-0.18105102,0.016936159,-0.08536251,-0.018109918,0,0,0,0,1,0,0,0,0,0,0,0
ITW,-0.14334443,-0.09169404,-0.13892396,-0.12516573,0.07501356,0,0,0,0,0,0,1,0,0,0,0,0
IVAC,0.18119006,-0.09943297,0.060317826,-0.12412598,-0.15364046,0,0,0,0,0,0,0,0,0,1,0,0
IVCP,0.083541945,-0.16999309,0.08115263,0.09191229,-0.12663409,0,0,0,0,1,0,0,0,0,0,0,0
IVCPU,-0.07300403,0.13709278,-0.18588753,-0.021444226,0.12038429,0,0,0,0,1,0,0,0,0,0,0,0
IVDA,-0.06598127,-0.18978126,0.13827975,0.09250913,0.008028746,0,0,0,0,0,0,0,0,0,1,0,0
IVR,0.10179319,0.10150826,-0.14389896,-0.085951045,0.004588771,0,0,0,0,0,0,0,0,1,0,0,0
IVVD,-0.06410563,-0.07595141,-0.17150223,-0.033938933,-0.009877753,0,0,0,0,0,1,0,0,0,0,0,0
IVZ,-0.019647384,-0.16463909,0.068364784,0.06967807,0.14306024,0,0,0,0,1,0,0,0,0,0,0,0
IZEA,0.07717063,0.05760386,0.19492504,0.016925788,-0.1397607,0,1,0,0,0,0,0,0,0,0,0,0
JACK,-0.00901444,0.17066817,-0.15035972,-0.09684241,-0.16198857,0,1,0,0,0,0,0,0,0,0,0,0
JAGX,0.14068887,0.11412203,-0.10332017,0.03593271,0.04746423,0,0,0,0,0,1,0,0,0,0,0,0
JAKK,0.17874393,0.14382443,0.06267049,-0.048719812,-0.12007873,0,1,0,0,0,0,0,0,0,0,0,0
JAMF,0.17702734,0.008420562,0.09365852,-0.16083673,-0.113902524,0,0,0,0,0,0,0,0,0,1,0,0
JAN,-0.049200416,-0.11216817,0.09128807,-0.014431095,0.037246965,0,0,0,0,0,0,0,0,0,0,0,1
JANX,0.093249775,-0.1906662,-0.052404594,0.18799905,-0.13007705,0,0,0,0,0,1,0,0,0,0,0,0
JBGS,0.017897915,-0.075114295,0.17115061,0.18778343,-0.1478275,0,0,0,0,0,0,0,0,1,0,0,0
JBHT,0.13959137,0.009538317,-0.01101253,0.08909428,0.003932142,0,0,0,0,0,0,1,0,0,0,0,0
JBK,0.028736781,0.000706792,-0.13856809,0.06506689,0.095908,0,0,0,0,1,0,0,0,0,0,0,0
JBL,0.032735396,0.11937933,0.18422213,-0.092347816,-0.18490079,0,0,0,0,0,0,0,0,0,1,0,0
